岗位名称,类别,职位名称,所属地,专业学科,学历要求,岗位描述
,正式,产品工艺/制程工程师,济南市,材料科学与工程,本科及以上,1)本科及以上学历，机械类、材料类、模具、热处理、表面处理等相关专业；2)熟悉金属材料、热处理原理、材料力学性能等相关理论知识；3)具备金属材料表面处理工作经验者优先考虑；4)有零部件行业模具设计经验者优先；5)掌握制图软件，如CAD、SolidWorks等；6)熟练使用办公软件。
,正式,产品工艺/制程工程师,济南市,金属材料工程,本科及以上,1)本科及以上学历，机械类、材料类、模具、热处理、表面处理等相关专业；2)熟悉金属材料、热处理原理、材料力学性能等相关理论知识；3)具备金属材料表面处理工作经验者优先考虑；4)有零部件行业模具设计经验者优先；5)掌握制图软件，如CAD、SolidWorks等；6)熟练使用办公软件。
,正式,产品工艺/制程工程师,济南市,高分子材料与工程,本科及以上,1)本科及以上学历，机械类、材料类、模具、热处理、表面处理等相关专业；2)熟悉金属材料、热处理原理、材料力学性能等相关理论知识；3)具备金属材料表面处理工作经验者优先考虑；4)有零部件行业模具设计经验者优先；5)掌握制图软件，如CAD、SolidWorks等；6)熟练使用办公软件。
,正式,产品工艺/制程工程师,济南市,复合材料与工程,本科及以上,1)本科及以上学历，机械类、材料类、模具、热处理、表面处理等相关专业；2)熟悉金属材料、热处理原理、材料力学性能等相关理论知识；3)具备金属材料表面处理工作经验者优先考虑；4)有零部件行业模具设计经验者优先；5)掌握制图软件，如CAD、SolidWorks等；6)熟练使用办公软件。
,正式,产品工艺/制程工程师,济南市,复合材料成型工程,本科及以上,1)本科及以上学历，机械类、材料类、模具、热处理、表面处理等相关专业；2)熟悉金属材料、热处理原理、材料力学性能等相关理论知识；3)具备金属材料表面处理工作经验者优先考虑；4)有零部件行业模具设计经验者优先；5)掌握制图软件，如CAD、SolidWorks等；6)熟练使用办公软件。
技术工程师,正式,技术研发工程师,济南市,材料成型及控制工程,本科及以上,1)本科及以上学历，机械类、材料类等相关专业；2)具备机械设计、模具、金属材料成型、热处理、材料表面改性等相关知识；3)具有较好的沟通协调能力和团队合作意识。
,正式,技术研发工程师,济南市,材料类,本科及以上,1)本科及以上学历，机械类、材料类等相关专业；2)具备机械设计、模具、金属材料成型、热处理、材料表面改性等相关知识；3)具有较好的沟通协调能力和团队合作意识。
,正式,技术研发工程师,济南市,材料科学与工程,本科及以上,1)本科及以上学历，机械类、材料类等相关专业；2)具备机械设计、模具、金属材料成型、热处理、材料表面改性等相关知识；3)具有较好的沟通协调能力和团队合作意识。
,正式,技术研发工程师,济南市,金属材料工程,本科及以上,1)本科及以上学历，机械类、材料类等相关专业；2)具备机械设计、模具、金属材料成型、热处理、材料表面改性等相关知识；3)具有较好的沟通协调能力和团队合作意识。
,正式,技术研发工程师,济南市,高分子材料与工程,本科及以上,1)本科及以上学历，机械类、材料类等相关专业；2)具备机械设计、模具、金属材料成型、热处理、材料表面改性等相关知识；3)具有较好的沟通协调能力和团队合作意识。
,正式,技术研发工程师,济南市,复合材料与工程,本科及以上,1)本科及以上学历，机械类、材料类等相关专业；2)具备机械设计、模具、金属材料成型、热处理、材料表面改性等相关知识；3)具有较好的沟通协调能力和团队合作意识。
,正式,技术研发工程师,济南市,复合材料成型工程,本科及以上,1)本科及以上学历，机械类、材料类等相关专业；2)具备机械设计、模具、金属材料成型、热处理、材料表面改性等相关知识；3)具有较好的沟通协调能力和团队合作意识。
研发工程师,正式,技术研发工程师,济南市,材料科学与工程,硕士及以上,1)硕士及以上学历，高分子材料、复合材料、金属材料、化学工程、材料成型相关专业；2)有纤维复合材料相关工作经验者优先；3)熟悉热固性或热塑性复合材料的生产工艺方法及检测检验方法；4)具有较好的沟通协调能力和团队合作意识。
,正式,技术研发工程师,济南市,金属材料工程,硕士及以上,1)硕士及以上学历，高分子材料、复合材料、金属材料、化学工程、材料成型相关专业；2)有纤维复合材料相关工作经验者优先；3)熟悉热固性或热塑性复合材料的生产工艺方法及检测检验方法；4)具有较好的沟通协调能力和团队合作意识。
,正式,技术研发工程师,济南市,高分子材料与工程,硕士及以上,1)硕士及以上学历，高分子材料、复合材料、金属材料、化学工程、材料成型相关专业；2)有纤维复合材料相关工作经验者优先；3)熟悉热固性或热塑性复合材料的生产工艺方法及检测检验方法；4)具有较好的沟通协调能力和团队合作意识。
,正式,技术研发工程师,济南市,复合材料与工程,硕士及以上,1)硕士及以上学历，高分子材料、复合材料、金属材料、化学工程、材料成型相关专业；2)有纤维复合材料相关工作经验者优先；3)熟悉热固性或热塑性复合材料的生产工艺方法及检测检验方法；4)具有较好的沟通协调能力和团队合作意识。
,正式,技术研发工程师,济南市,复合材料成型工程,硕士及以上,1)硕士及以上学历，高分子材料、复合材料、金属材料、化学工程、材料成型相关专业；2)有纤维复合材料相关工作经验者优先；3)熟悉热固性或热塑性复合材料的生产工艺方法及检测检验方法；4)具有较好的沟通协调能力和团队合作意识。
质量工程师,正式,质量管理/测试工程师(QA/QC工程师),济南市,材料成型及控制工程,本科及以上,1)机械类、材料类、航空工程类等相关专业，本科及以上学历；2)3年以上相关工作经验；3)了解质量体系，熟练使用计量，检验工具，质量管理工具；4)有统计过程分析知识背景优先；5)工作认真细致，责任心强，具有团队协作精神。
,正式,质量管理/测试工程师(QA/QC工程师),济南市,材料类,本科及以上,1)机械类、材料类、航空工程类等相关专业，本科及以上学历；2)3年以上相关工作经验；3)了解质量体系，熟练使用计量，检验工具，质量管理工具；4)有统计过程分析知识背景优先；5)工作认真细致，责任心强，具有团队协作精神。
,正式,质量管理/测试工程师(QA/QC工程师),济南市,材料科学与工程,本科及以上,1)机械类、材料类、航空工程类等相关专业，本科及以上学历；2)3年以上相关工作经验；3)了解质量体系，熟练使用计量，检验工具，质量管理工具；4)有统计过程分析知识背景优先；5)工作认真细致，责任心强，具有团队协作精神。
,正式,质量管理/测试工程师(QA/QC工程师),济南市,金属材料工程,本科及以上,1)机械类、材料类、航空工程类等相关专业，本科及以上学历；2)3年以上相关工作经验；3)了解质量体系，熟练使用计量，检验工具，质量管理工具；4)有统计过程分析知识背景优先；5)工作认真细致，责任心强，具有团队协作精神。
,正式,质量管理/测试工程师(QA/QC工程师),济南市,复合材料与工程,本科及以上,1)机械类、材料类、航空工程类等相关专业，本科及以上学历；2)3年以上相关工作经验；3)了解质量体系，熟练使用计量，检验工具，质量管理工具；4)有统计过程分析知识背景优先；5)工作认真细致，责任心强，具有团队协作精神。
,正式,质量管理/测试工程师(QA/QC工程师),济南市,复合材料成型工程,本科及以上,1)机械类、材料类、航空工程类等相关专业，本科及以上学历；2)3年以上相关工作经验；3)了解质量体系，熟练使用计量，检验工具，质量管理工具；4)有统计过程分析知识背景优先；5)工作认真细致，责任心强，具有团队协作精神。
,正式,质量管理/测试工程师(QA/QC工程师),济南市,飞行器设计与工程,本科及以上,1)机械类、材料类、航空工程类等相关专业，本科及以上学历；2)3年以上相关工作经验；3)了解质量体系，熟练使用计量，检验工具，质量管理工具；4)有统计过程分析知识背景优先；5)工作认真细致，责任心强，具有团队协作精神。
,正式,质量管理/测试工程师(QA/QC工程师),济南市,飞行器制造工程,本科及以上,1)机械类、材料类、航空工程类等相关专业，本科及以上学历；2)3年以上相关工作经验；3)了解质量体系，熟练使用计量，检验工具，质量管理工具；4)有统计过程分析知识背景优先；5)工作认真细致，责任心强，具有团队协作精神。
销售工程师,正式,销售工程师,济南市,经济与贸易类,本科及以上,1)机械类 、材料类、市场营销相关专业，本科及以上学历；2)了解金属材料、机械加工等方面知识；3)具备良好的沟通能力，较高的工作热情；4)有紧固件产品加工设计、销售工作经验优先。
,正式,销售工程师,济南市,国际经济与贸易,本科及以上,1)机械类 、材料类、市场营销相关专业，本科及以上学历；2)了解金属材料、机械加工等方面知识；3)具备良好的沟通能力，较高的工作热情；4)有紧固件产品加工设计、销售工作经验优先。
,正式,销售工程师,济南市,材料类,本科及以上,1)机械类 、材料类、市场营销相关专业，本科及以上学历；2)了解金属材料、机械加工等方面知识；3)具备良好的沟通能力，较高的工作热情；4)有紧固件产品加工设计、销售工作经验优先。
,正式,销售工程师,济南市,飞行器设计与工程,本科及以上,1)机械类 、材料类、市场营销相关专业，本科及以上学历；2)了解金属材料、机械加工等方面知识；3)具备良好的沟通能力，较高的工作热情；4)有紧固件产品加工设计、销售工作经验优先。
,正式,销售工程师,济南市,飞行器制造工程,本科及以上,1)机械类 、材料类、市场营销相关专业，本科及以上学历；2)了解金属材料、机械加工等方面知识；3)具备良好的沟通能力，较高的工作热情；4)有紧固件产品加工设计、销售工作经验优先。
,正式,销售工程师,济南市,市场营销,本科及以上,1)机械类 、材料类、市场营销相关专业，本科及以上学历；2)了解金属材料、机械加工等方面知识；3)具备良好的沟通能力，较高的工作热情；4)有紧固件产品加工设计、销售工作经验优先。
外贸业务员,正式,销售专员,山东省 济南市,日语,大专及以上,"1、	专科及以上学历，大学英语四级、六级及以上水平，具备基本的写作和口语能力；2、	语言及国际贸易相关专业优先考虑；3、	应届生须有相关岗位实习工作经验；4、	有比较强的责任心和团队合作精神，善于独立思考和解决问题。"
,正式,销售专员,山东省 济南市,电子商务,大专及以上,"1、	专科及以上学历，大学英语四级、六级及以上水平，具备基本的写作和口语能力；2、	语言及国际贸易相关专业优先考虑；3、	应届生须有相关岗位实习工作经验；4、	有比较强的责任心和团队合作精神，善于独立思考和解决问题。"
设计师,正式,其他,济南市,不限专业,不限,"熟练使用CAD 制图软件及Microsoft Office等软件的能力,"
销售专员,正式,销售专员,济南市,不限专业,不限,普通话标准，善于言谈
销售经理,正式,销售代表,济南市,市场营销,不限,心态积极，不浮躁，做事有长性善于言谈，善于沟通;
新材料研发工程师,正式,化工/材料,济南市,高分子材料与工程,本科及以上,1、熟悉复合材料、高分子材料的专业知识。2、有复合材料成型工作经验者优先。3、动手能力较强，责任心强，善于沟通交流。
机械设计工程师,正式,设计,济南市,机械类,大专及以上,1、了解各种新技术、新工艺、新材料和新标准，改进公司产品设计缺陷；2、团队协作意识强，能吃苦耐劳；3、良好的语言表达和沟通协调能力；能独立承担产品设计任务，能承受工作压力，做事认真、踏实，富有进取心。4、精通机械结构动作原理、熟悉自动化控制的原理和基本流程；5、能看懂机械和电气安装图，并对安装调试过程提供技术指导；6、精通各种设计软件AutoCAD、Pro-e、Solidwroks等。
,正式,设计,济南市,机械设计制造及其自动化,大专及以上,1、了解各种新技术、新工艺、新材料和新标准，改进公司产品设计缺陷；2、团队协作意识强，能吃苦耐劳；3、良好的语言表达和沟通协调能力；能独立承担产品设计任务，能承受工作压力，做事认真、踏实，富有进取心。4、精通机械结构动作原理、熟悉自动化控制的原理和基本流程；5、能看懂机械和电气安装图，并对安装调试过程提供技术指导；6、精通各种设计软件AutoCAD、Pro-e、Solidwroks等。
电气工程师/技术支持,正式,测试,济南市,电气类,大专及以上,1、掌握模电、数电，了解电子类产品开发和生产流程；2、能熟练绘制电路原理图及印制线路板图；3、能熟练运用Word、Excel、PPT等办公软件以及Photoshop等图片处理软件；4、适应短期出差；5、自学能力强，工作责任心强，有较强进取精神和团队合作精神。。
,正式,测试,济南市,电子信息类,大专及以上,1、掌握模电、数电，了解电子类产品开发和生产流程；2、能熟练绘制电路原理图及印制线路板图；3、能熟练运用Word、Excel、PPT等办公软件以及Photoshop等图片处理软件；4、适应短期出差；5、自学能力强，工作责任心强，有较强进取精神和团队合作精神。。
,正式,测试,济南市,自动化类,大专及以上,1、掌握模电、数电，了解电子类产品开发和生产流程；2、能熟练绘制电路原理图及印制线路板图；3、能熟练运用Word、Excel、PPT等办公软件以及Photoshop等图片处理软件；4、适应短期出差；5、自学能力强，工作责任心强，有较强进取精神和团队合作精神。。
研发工程师,正式,嵌入式硬件开发,济南,电气工程及其自动化,本科及以上,岗位要求:1、电子、通信、集成电路、自动化、电气等相关专业毕业，全日制统招本科及以上学历；2、熟悉主流ARM、DSP或单片机的架构和开发，熟悉单片机外围电路的设计，有三年以上相关工作经验者优先；3、熟悉C语言，有良好规范的编程习惯和风格；4、掌握模电、数电，了解电子类产品开发和生产流程；5、自学能力强，独立完成任务能力强；6、工作责任心强、吃苦耐劳，有较强进取精神和团队合作精神。
,正式,嵌入式硬件开发,济南,电子信息类,本科及以上,岗位要求:1、电子、通信、集成电路、自动化、电气等相关专业毕业，全日制统招本科及以上学历；2、熟悉主流ARM、DSP或单片机的架构和开发，熟悉单片机外围电路的设计，有三年以上相关工作经验者优先；3、熟悉C语言，有良好规范的编程习惯和风格；4、掌握模电、数电，了解电子类产品开发和生产流程；5、自学能力强，独立完成任务能力强；6、工作责任心强、吃苦耐劳，有较强进取精神和团队合作精神。
,正式,嵌入式硬件开发,济南,自动化类,本科及以上,岗位要求:1、电子、通信、集成电路、自动化、电气等相关专业毕业，全日制统招本科及以上学历；2、熟悉主流ARM、DSP或单片机的架构和开发，熟悉单片机外围电路的设计，有三年以上相关工作经验者优先；3、熟悉C语言，有良好规范的编程习惯和风格；4、掌握模电、数电，了解电子类产品开发和生产流程；5、自学能力强，独立完成任务能力强；6、工作责任心强、吃苦耐劳，有较强进取精神和团队合作精神。
软件工程师,正式,编程/IT开发,济南市,计算机科学与技术,本科及以上,"1、计算机、电子、自动化等相关专业毕业，全日制本科及以上学历；2、精通C++,具有良好的编码风格；3、熟练掌握进程间通讯，多线程编程等开发技术，对消息队列、共享内存、线程并发控制有深入了解；4、掌握常用数据结构及算法，熟悉常用设计模式；5、熟练掌握网络编程，如 Socket、TCP/IP、 UDP等；6、熟练掌握常用数据库，有数据库开发设计经验；7、自学能力强，独立完成任务能力强；8、工作责任心强、吃苦耐劳，有较强进取精神和团队合作精神。"
,正式,编程/IT开发,济南市,软件工程,本科及以上,"1、计算机、电子、自动化等相关专业毕业，全日制本科及以上学历；2、精通C++,具有良好的编码风格；3、熟练掌握进程间通讯，多线程编程等开发技术，对消息队列、共享内存、线程并发控制有深入了解；4、掌握常用数据结构及算法，熟悉常用设计模式；5、熟练掌握网络编程，如 Socket、TCP/IP、 UDP等；6、熟练掌握常用数据库，有数据库开发设计经验；7、自学能力强，独立完成任务能力强；8、工作责任心强、吃苦耐劳，有较强进取精神和团队合作精神。"
c++开发工程师,正式,C/C++开发工程师,山东省 济南市,不限专业,本科及以上,1、本科及以上学历2.计算机，物联网，电子信息等相关专业
电气工程师,正式,工程设计,济南市,电气工程及其自动化,本科及以上,"1、本科以上学历；2、有较强的责任心,良好团队协作能力、沟通能力、谦虚踏实、能吃苦耐劳。"
,正式,工程设计,济南市,建筑电气与智能化,本科及以上,"1、本科以上学历；2、有较强的责任心,良好团队协作能力、沟通能力、谦虚踏实、能吃苦耐劳。"
结构工程师,正式,工程设计,济南市,土木工程,本科及以上,"1、本科及以上学历；2、有较强的责任心,良好团队协作能力、沟通能力、谦虚踏实、能吃苦耐劳。"
给排水工程师,正式,工程设计,济南市,给排水科学与工程,本科及以上,1、本科及以上学历；2、具备本专业的基本理论知识，熟练运用Office、AutoCAD等计算机软件系统；
,正式,工程设计,济南市,环境工程,本科及以上,1、本科及以上学历；2、具备本专业的基本理论知识，熟练运用Office、AutoCAD等计算机软件系统；
道路工程师,正式,土木工程,山东省 济南市,土木工程,本科及以上,1.道路与桥梁工程、交通工程、桥隧渡河轨道交通等相关专业；2.有设计院或设计公司类似岗位2年及以上全职工作经验，熟悉道路设计的流程；3.熟练操作本专业制图软件、熟悉设计标准、规范，能独立开展市政道路设计工作；4.能组织协调各专业的配合关系，分析问题与解决问题能力强；5.责任心强、能吃苦耐劳。
,正式,道路桥梁与渡河工程,山东省 济南市,道路桥梁与渡河工程,本科及以上,1.道路与桥梁工程、交通工程、桥隧渡河轨道交通等相关专业；2.有设计院或设计公司类似岗位2年及以上全职工作经验，熟悉道路设计的流程；3.熟练操作本专业制图软件、熟悉设计标准、规范，能独立开展市政道路设计工作；4.能组织协调各专业的配合关系，分析问题与解决问题能力强；5.责任心强、能吃苦耐劳。
,正式,铁道工程,山东省 济南市,铁道工程,本科及以上,1.道路与桥梁工程、交通工程、桥隧渡河轨道交通等相关专业；2.有设计院或设计公司类似岗位2年及以上全职工作经验，熟悉道路设计的流程；3.熟练操作本专业制图软件、熟悉设计标准、规范，能独立开展市政道路设计工作；4.能组织协调各专业的配合关系，分析问题与解决问题能力强；5.责任心强、能吃苦耐劳。
外贸业务员,正式,国际经济与贸易,济南市,国际经济与贸易,本科及以上,1、本科以上学历，英语及国际贸易相关专业优先；2、英语4级以上，听说读写流利，可与外商无障碍沟通；3、人品端正，工作认真负责，勤勉踏实，学习能力强，逻辑思维能力灵活，工作积极主动。
,正式,外贸业务员,济南市,英语,本科及以上,1、本科以上学历，英语及国际贸易相关专业优先；2、英语4级以上，听说读写流利，可与外商无障碍沟通；3、人品端正，工作认真负责，勤勉踏实，学习能力强，逻辑思维能力灵活，工作积极主动。
,正式,外贸业务员,济南市,西班牙语,本科及以上,1、本科以上学历，英语及国际贸易相关专业优先；2、英语4级以上，听说读写流利，可与外商无障碍沟通；3、人品端正，工作认真负责，勤勉踏实，学习能力强，逻辑思维能力灵活，工作积极主动。
车辆设计师,正式,CAD设计/制图,济南市,机械设计制造及其自动化,本科及以上,任职要求：1.车辆工程.机械设计类专业，大学本科及以上学历；2.了解汽车结构.机械设计.结构设计；3.了解底盘相关零件的开发流程以及制造工艺；4.熟练使用Catia和AutoCAD，熟练使用办公软件；5.CET-4，能阅读相关英文资料优先6.有责任感.具备较好的沟通能力；7.工作积极，有上进心；8.能吃苦耐劳，有较高的学习热情。
,正式,CAD设计/制图,济南市,车辆工程,本科及以上,任职要求：1.车辆工程.机械设计类专业，大学本科及以上学历；2.了解汽车结构.机械设计.结构设计；3.了解底盘相关零件的开发流程以及制造工艺；4.熟练使用Catia和AutoCAD，熟练使用办公软件；5.CET-4，能阅读相关英文资料优先6.有责任感.具备较好的沟通能力；7.工作积极，有上进心；8.能吃苦耐劳，有较高的学习热情。
三、储备干部（临邑工厂）,正式,机械工程师,德州市,机械工程,本科及以上,本科以上学历，机械制造，机械工程等相关专业
储备干部,正式,品牌/连锁招商管理,济南市,不限专业,本科及以上,男女不限，本科以上学历，不限专业
带货主播,正式,网络主播,济南市,不限专业,本科及以上,本科以上学历，专业不限
店长,正式,门店经理/店长店长助理,济南市,不限专业,本科及以上,男女不限，本科以上学历，专业不限
编程教务管理,正式,人工智能,山东省 济南市,不限专业,本科及以上,1、有亲和力，理工科计算机专业或有类似工作实习经验者优先考虑； 2、有爱心和耐心，喜欢和孩子交流沟通，讲课条理清晰，能够因材施教，启发教学； 3、热爱教育事业，能鼓励学生，激发学生参与课程。 薪酬福利：正式员工薪酬构成：基本工资+绩效+五险一金+节日福利
新媒体运营,实习,活动策划,山东省,不限专业,大专及以上,职位要求：1、有快手、抖音等平台运营管理经验者优先；2、熟悉各类电商平台规则及视频拍摄流程，后期剪辑；3、具有较强的责任心、执行力和团队协作能力。工作时间：法定节假日休息，一天工作7.5小时，8:30~17:30（夏季18:00），月休4天
直播策划文案,实习,导演/编导,山东省,不限专业,大专及以上,不限专业
短视频编剧,实习,导演/编导,山东省,不限专业,大专及以上,岗位职责1.设计短视频内容框架；2.编写创意脚本和文案并对视频进行制作、剪辑和编排，传达视频诉求；3.短视频剪辑合成的制作；4.具有熟练且独立完成短视频前中后期的专业知识和能力。
线上视频直播主播,实习,主播助理,山东省,不限专业,大专及以上,任职要求：1.年龄20-35，形象好气质佳，有经验者适当放宽2.幽默风趣，口齿清晰3.接受行业小白，可培养新人主播4.有才艺或直播经验者待遇从优
产业客户经理,正式,金融产品经理,北京市 沈阳市 大连市 上海市 南京市 无锡市 杭州市 宁波市 温州市 济南市 青岛市 淄博市 东营市 烟台市 潍坊市 济宁市 日照市 临沂市 德州市 郑州市 武汉市 长沙市 广州市 深圳市,不限专业,本科及以上,【任职资格】本科及以上学历，金融类、农产品、黑色、有色、能化等相关专业，具有一定期货相关的金融基础知识者优先。
代理制保险代理人,正式,保险经纪人/保险代理,山东省 济南市,不限专业,不限,1、敬业爱业，态度诚恳，形象专业2、身体健康，品行端正，积极进取
物流管培生/实习生/一线员工,正式,物流专员/助理,山东省 济南市 青岛市 烟台市 潍坊市 济宁市 临沂市,不限专业,大专及以上,中专及以上学历，男女不限；体检合格即可
前台接待,正式,酒店前台,山东省 济南市,旅游管理,大专及以上,1、 大专及以上学历，身高1.7M以上1.6M以上2、较强的服务意识，熟练使用电脑办公软件；3、具备良好的协调能力、沟通能力，负有责任心，性格活泼开朗，具有亲和力；4、普通话准确流利，具备一定商务礼仪知识。
客房服务,正式,客房服务员/楼面服务员,山东省 济南市,不限专业,不限,男女不限，45岁以下
客房领班,正式,客房领班,山东省 济南市,不限专业,中专及以上,1.40岁以下，有2年以上的客房服务工作经历。2.悉客房服务程序，清扫程序，具有较强的组织能力、管理能力，能正确领会领导意图，有条不紊布置与安排工作。
弱电工程师,正式,弱电工程师,山东省 济南市,机械工程,大专及以上,1.年龄45岁以下，身体健康，五官端正。2.熟系各系统的工作原理、系统设备操作及使用。3.工作认真、勤恳、细心，热爱本职工作。
,正式,弱电工程师,山东省 济南市,机械设计制造及其自动化,大专及以上,1.年龄45岁以下，身体健康，五官端正。2.熟系各系统的工作原理、系统设备操作及使用。3.工作认真、勤恳、细心，热爱本职工作。
,正式,弱电工程师,山东省 济南市,材料成型及控制工程,大专及以上,1.年龄45岁以下，身体健康，五官端正。2.熟系各系统的工作原理、系统设备操作及使用。3.工作认真、勤恳、细心，热爱本职工作。
电工,正式,电工,山东省 济南市,机械工程,大专及以上,1.年龄40岁以下，3年以上综合维修工作经验，有电工证，高压电工证优先。2.具有设备设施的维护、保养、检修工作经验；3.熟悉水、暖、通等专业知识；4.形象端正，有一定沟通能力、执行能力和团队合作精神，责任心强，能够吃苦耐劳。
,正式,电工,山东省 济南市,机械设计制造及其自动化,大专及以上,1.年龄40岁以下，3年以上综合维修工作经验，有电工证，高压电工证优先。2.具有设备设施的维护、保养、检修工作经验；3.熟悉水、暖、通等专业知识；4.形象端正，有一定沟通能力、执行能力和团队合作精神，责任心强，能够吃苦耐劳。
,正式,电工,山东省 济南市,材料成型及控制工程,大专及以上,1.年龄40岁以下，3年以上综合维修工作经验，有电工证，高压电工证优先。2.具有设备设施的维护、保养、检修工作经验；3.熟悉水、暖、通等专业知识；4.形象端正，有一定沟通能力、执行能力和团队合作精神，责任心强，能够吃苦耐劳。
,正式,电工,山东省 济南市,机械电子工程,大专及以上,1.年龄40岁以下，3年以上综合维修工作经验，有电工证，高压电工证优先。2.具有设备设施的维护、保养、检修工作经验；3.熟悉水、暖、通等专业知识；4.形象端正，有一定沟通能力、执行能力和团队合作精神，责任心强，能够吃苦耐劳。
餐饮服务,正式,餐饮服务员,山东省 济南市,旅游管理,中专及以上,男女不限，18-40岁，身体健康，五官端正。
餐饮领班,正式,餐厅领班,山东省 济南市,旅游管理,中专及以上,男女不限，18-40岁，身体健康，五官端正。
AI技术,正式,AI技术,山东省 济南市,不限专业,本科及以上,"1.熟悉并了解Al艺术相关工具和平台，(包括但不限chatGPT、Midjoumey、 NovelAI、Dall-E2StableDiffusion等)，对最新的Al艺术方向、工.具、平台能实时跟进;2.1年以上数字绘画工作经验，有较好的审美，拥有一定的细化修改能力，能够在AI基础上进行二次创作;3.良好的表达能力和沟通能力，有执行力，能够帮助团队更有效的使用AI技术;4.对美术各大资源平台有了解，可以帮助团队获得更.多美术素材的收集及使用;提供相应美术风格的模型库，并完善使用流程。5.良好的个人审美,美术专业毕业或有游戏行业工作经验者优先。"
短视频运营,正式,剪辑师,山东省 济南市,不限专业,本科及以上,"1、具有良好的职业道德，踏实稳重，工作细心，责任心强，良好的沟通、协调能力，有团队协作精神；	2、熟练使用相关办公软件，具备基本的网络知识。"
绘画师,正式,原画师,山东省 济南市,美术学,本科及以上,【岗位职责】1、有一定美术功底，了解现存艺术风格，能根据项目所制定的风格，根据图片画出动漫效果图。2、熟练使用AI辅助设计软件、Midjourney等者优先3、有AI人工智能软件生产系列漫画优先。4、从事传媒行业、影视行业、游戏行业的经验优先考虑。5、美术专业毕业者优先考虑。
,正式,原画师,山东省 济南市,绘画,本科及以上,【岗位职责】1、有一定美术功底，了解现存艺术风格，能根据项目所制定的风格，根据图片画出动漫效果图。2、熟练使用AI辅助设计软件、Midjourney等者优先3、有AI人工智能软件生产系列漫画优先。4、从事传媒行业、影视行业、游戏行业的经验优先考虑。5、美术专业毕业者优先考虑。
机械工程设计师,正式,机械工程师,济南市,机械工程,本科及以上,-
电气工程设计师,正式,生产/制造,济南市,电气工程及其自动化,本科及以上,-
新媒体运营,正式,运营,山东省 济南市,不限专业,不限,年龄18岁以下，26岁以上勿扰
储备干部,正式,储备干部培训生,济南市,不限专业,本科及以上,1、认真踏实、有进取心和学习精神；2、强烈的责任感，有较强的实现个人价值的原望，愿意依靠自己实现自己的人生理想；3、有良好的团队合作精神和沟通能力，善于自我激励与激励他人；4、敢于挑战自己，具备较好的适应能力和抗压能力，执行力强；
图纸深化设计,正式,规划与设计,济南市,土木类,本科及以上,-
,正式,规划与设计,济南市,土木工程,本科及以上,-
机械设计,正式,机械工程师,济南市,机械类,本科及以上,任职要求1.本科及以上学历，机械制造等相关专业，3年及以上相关建筑工程机械从业经验优先；2.熟练使用CAD、UG、AutoC等软件，有助理工程师及以上等相关证书；3.具备一定的生产管理能力，有开拓创新精神，对特种设备的优化改良有自己独到的认识与见解；4.人品端正，具有独立分析解决问题的能力，良好的沟通协调能力，高度的责任心，一定的抗压能力；5.可以接受加班、出差。
管培生,正式,管培生,济南市,机械设计制造及其自动化,大专及以上,-
,正式,管培生,济南市,土木类,大专及以上,-
,正式,管培生,济南市,土木工程,大专及以上,-
,正式,管培生,济南市,建筑类,大专及以上,-
,正式,管培生,济南市,建筑学,大专及以上,-
维修电工,正式,机电工程师,济南市,不限专业,中专及以上,1、50周岁以内，不恐高；2、有电工证、焊工证，3年及以上同岗位工作经验，有绗车维修经验优先；3、人品端正、认真负责、吃苦耐劳、服从公司安排。
质检员,正式,质检员,济南市,不限专业,大专及以上,-
国际贸易专员,正式,贸易/外贸专员/助理,山东省 济南市,国际经济与贸易,本科及以上,1.英语四级或以上或小语种，能够使用英语或小语种进行商务交流；
海外技术工程师,正式,工程/设备工程师,山东省 济南市,机械工程,本科及以上,1.有一定机械基础知识，机电类相关专业，本科及以上学历；2.英语4级及以上，且口语较好，可与国外客户正常交流；3.学习能力强，善于总结问题并解决问题。
,正式,工程/设备工程师,山东省 济南市,机械设计制造及其自动化,本科及以上,1.有一定机械基础知识，机电类相关专业，本科及以上学历；2.英语4级及以上，且口语较好，可与国外客户正常交流；3.学习能力强，善于总结问题并解决问题。
研发工程师,正式,机械工程师,山东省 济南市,机械工程,本科及以上,1.机械、机电一体化等或相关专业的本科以上学历。2.熟悉产品的制造工艺、加工工艺；3.熟悉机械部件的设计；4.熟练应用solidworks、AutoCAD等应用软件；5.熟练操作办公软件。
,正式,机械工程师,山东省 济南市,机械设计制造及其自动化,本科及以上,1.机械、机电一体化等或相关专业的本科以上学历。2.熟悉产品的制造工艺、加工工艺；3.熟悉机械部件的设计；4.熟练应用solidworks、AutoCAD等应用软件；5.熟练操作办公软件。
财务专员,正式,财务,山东省 济南市,财政学类,本科及以上,1、财务相关专业本科以上学历2、良好的职业操守3、工作责任心强，敬业精神强；4、学习、沟通、协调能力强。
,正式,财务,山东省 济南市,财政学,本科及以上,1、财务相关专业本科以上学历2、良好的职业操守3、工作责任心强，敬业精神强；4、学习、沟通、协调能力强。
【斑马】周末双休+六险一金 少儿班主任,正式,幼教,济南市,不限专业,本科及以上,【任职资格】1、本科及以上学历，专业不限；2、热爱教育行业，喜欢孩子，致力优化中国儿童的学习模式；3、具备良好的沟通能力&amp;服务意识，较强的执行力&amp;抗压能力；4、有少儿教学经验优先。
